A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A69147,4018,3,123,IMAGE,252,"Therfore according to their frutes, we reproue and abiect the whole papasie with all that belongeth vnto it, yea if the diuel rage neuer so much:","Therefore according to their fruits, we reprove and abject the Whole papacy with all that belongeth unto it, yea if the Devil rage never so much:"
A69147,4019,3,123,IMAGE,252,"We reproue & detest also those spriteful me, whiche wt their Masses & supersticion haue abused ye supper instituted by Christ, contrary to the manifest words of Christe.","We reprove & detest also those spriteful me, which with their Masses & Superstition have abused you supper instituted by christ, contrary to the manifest words of Christ."
A69147,4020,3,123,IMAGE,252,"Yea, we reproue theim for the fruicte of their doctrine:","Yea, we reprove them for the fruit of their Doctrine:"
A69147,4021,3,123,IMAGE,252,"For besides the false expoundinge & laiyng out of Christes wordes, they haue brought the sacramentes into greate abusion.","For beside the false expounding & laying out of Christ's words, they have brought the Sacraments into great abusion."
A69147,4022,3,123,IMAGE,252,What shall I saye of the anabaptistes?,What shall I say of the Anabaptists?
A69147,4023,3,123,IMAGE,252,I wolde to god the vngracious frute of their doctrine were not so manyfest.,I would to god the ungracious fruit of their Doctrine were not so manifest.
A69147,4024,3,123,IMAGE,252,"To make short, we haue the clear and manifest gospell, by the greate grace of god in our hartes receaued, wherein by his mercye we shall abide, whe all the false prophetes shall go to the diuel.","To make short, we have the clear and manifest gospel, by the great grace of god in our hearts received, wherein by his mercy we shall abide, when all the false Prophets shall go to the Devil."
A69147,4026,3,123,IMAGE,253,"Thirdelye, Christe expoundeth these wordes (by theyr frutes ye shall knowe theim) euen as he wold haue theim vnderstanded, making a difference betwene hipocrites and those that fulfill his fathers will, and declareth both their rewardes.","Thirdly, Christ expoundeth these words (by their fruits you shall know them) even as he would have them understanded, making a difference between Hypocrites and those that fulfil his Father's will, and Declareth both their rewards."
A69147,4027,3,123,IMAGE,253,"The iustifiers and glorifiers in workes crye euer,","The Justifiers and glorifiers in works cry ever,"
A69147,4028,3,123,IMAGE,253,"Lord, Lord and that more is, they glorifie in the gospell, and in the holy ghoste. yea and are so bold, that they dare saye:","Lord, Lord and that more is, they Glorify in the gospel, and in the holy ghost. yea and Are so bold, that they Dare say:"
A69147,4029,3,123,IMAGE,253,Lorde haue wee not prophecied in thy name:,Lord have we not prophesied in thy name:
A69147,4030,3,123,IMAGE,253,haue we not caste out diuels in thy name?,have we not cast out Devils in thy name?
A69147,4031,3,123,IMAGE,253,"&c. But it is but hypocrisye,","etc. But it is but hypocrisy,"
A69147,4032,3,123,IMAGE,253,"& remaineth hypocrisye, for the whiche they haue no rewarde.","& remains hypocrisy, for the which they have no reward."
A69147,4033,3,123,IMAGE,253,"For Christe sayeth: Depart from me, ye workers of iniquitie,","For Christ Saith: Depart from me, you workers of iniquity,"
A69147,4034,3,123,IMAGE,253,I knowe you not. And fayth in this present gospell:,I know you not. And faith in this present gospel:
A69147,4035,3,123,IMAGE,253,"Euerye tree that bringeth not forth good frute, shalbe hewen downe, and caste in to the fier.","Every tree that brings not forth good fruit, shall hewn down, and cast in to the fire."
A69147,4036,3,123,IMAGE,253,Beholde with what rewarde the frute of false doctrine shal be rewarded with all.,Behold with what reward the fruit of false Doctrine shall be rewarded with all.
A69147,4037,3,123,IMAGE,253,And againe considre what maner of folke shall entre into the kingedome of heauen.,And again Consider what manner of folk shall enter into the Kingdom of heaven.
A69147,4038,3,123,IMAGE,253,Those (saith Christ) that fulfil the will of my father that is in heauen.,Those (Says christ) that fulfil the will of my father that is in heaven.
A69147,4039,3,123,IMAGE,253,But what is the wil of the father in heauen?,But what is the will of the father in heaven?
A69147,4040,3,123,IMAGE,253,"That we shulde beleue in him,","That we should believe in him,"
A69147,4041,3,123,IMAGE,253,<NOTE> whome he hathe sente.,whom he hath sent.
A69147,4042,3,123,IMAGE,253,"Here thou doest heare, that the kingdome of god is promised not to fained workes, but to those that haue fayth in Christ.","Here thou dost hear, that the Kingdom of god is promised not to feigned works, but to those that have faith in christ."
A69147,4043,3,124,IMAGE,253,"We do not speak here of an historical faith (as the call it) but of that fayth that commeth by hearynge of the gospell, the whiche also the holye ghoste worketh in vs.","We do not speak Here of an historical faith (as the call it) but of that faith that comes by hearing of the gospel, the which also the holy ghost works in us"
A69147,4044,3,124,IMAGE,253,"This fayth lyke as it obtayneth the grace and mercye of god in Christe, and setteth all his truste in him, and finallye seeketh his rigteousnesse allonly in the merites of Christe, so likewise it worketh & doth good workes throughe loue, and causeth vs to mortefye the olde Adame in vs, and dye vnto all creatures, he prayeth, prayseth and comendeth god, withe giuinge thankes, in what so euer state and degree he is in.","This faith like as it obtaineth the grace and mercy of god in Christ, and sets all his trust in him, and finally seeks his Righteousness allonly in the merits of Christ, so likewise it works & does good works through love, and Causes us to mortefye the old Adam in us, and die unto all creatures, he Prayeth, Praiseth and commendeth god, with giving thanks, in what so ever state and degree he is in."
A69147,4045,3,124,IMAGE,253,"Finallye, he lyueth accordinge to the wyll of god, and throughe Christe shall hee obtayne euerlastinge lyfe.","Finally, he liveth according to the will of god, and through Christ shall he obtain everlasting life."
A69147,4046,3,124,IMAGE,253,Whiche god graunte vs all.,Which god grant us all.
A69147,4048,3,124,IMAGE,254,Amen. The gospell on the nynthe sondaye after trinitye sondaye. Luc. 16.,Amen. The gospel on the nynthe Sunday After trinity Sunday. Luke 16.
A69147,4050,3,124,IMAGE,255,A Nd he sayd also vnto hys disciples:,ANd ANd he said also unto his Disciples:
A69147,4051,3,124,IMAGE,255,"Ther was a certayne ryche man, which hadde a stewarde, and the same was accused vnto hym, that hee hadde wasted hys goodes.","There was a certain rich man, which had a steward, and the same was accused unto him, that he had wasted his goods."
A69147,4052,3,124,IMAGE,255,"And he called him, and sayde vnto hym:","And he called him, and said unto him:"
A69147,4053,3,124,IMAGE,255,Howe is it that I heare thus of the?,How is it that I hear thus of thee?
A69147,4054,3,124,IMAGE,255,Gyue accompte of thy stewardeshyppe:,Gyve accompt of thy stewardeshyppe:
A69147,4055,3,124,IMAGE,255,for thou mayest be no lenger stewarde.,for thou Mayest be no longer steward.
A69147,4056,3,124,IMAGE,255,The stewarde sayde within hym selfe:,The steward said within him self:
A69147,4057,3,124,IMAGE,255,What shall I do? For my mayster taketh awaye frome me the stewarshyppe:,What shall I do? For my master Takes away from me the stewarshyppe:
A69147,4058,3,124,IMAGE,255,I can not digge and to begge I am ashamed.,I can not dig and to beg I am ashamed.
A69147,4059,3,124,IMAGE,255,"I wote what to dooe, that when I am putte pute of the stewarde shyppe, they maye receaue me into theyr houses:","I wot what to do, that when I am put pute of the steward ship, they may receive me into their houses:"
A69147,4061,3,124,IMAGE,256,"So when he hadde called all hys maysters detters togither, hee sayd vnto the fyrste:","So when he had called all his masters debtors together, he said unto the First:"
A69147,4062,3,124,IMAGE,256,Howe much owest thou vnto my maister?,How much owest thou unto my master?
A69147,4063,3,124,IMAGE,256,"And he sayde, an hundreth tunnes of oyle.","And he said, an Hundredth tons of oil."
A69147,4064,3,124,IMAGE,256,And he sayd vnto hym:,And he said unto him:
A69147,4065,3,124,IMAGE,256,"Take thy bylle, and sytte downe quickely, and wryte fyftye.","Take thy bylle, and fit down quickly, and write fyftye."
A69147,4066,3,124,IMAGE,256,Then sayd he to an other:,Then said he to an other:
A69147,4067,3,124,IMAGE,256,"Howe muche owest thou? And he sayde, an hundreth quarters of wheate.","How much owest thou? And he said, an Hundredth quarters of wheat."
A69147,4068,3,124,IMAGE,256,He sayde vnto hym. Take thy byll and write ^oure score.,He said unto him. Take thy bill and write our score.
A69147,4070,3,124,IMAGE,257,"And the lorde commended the vniuste stewarde, bicause he hadde done wysely.","And the lord commended the unjust steward, Because he had done wisely."
A69147,4071,3,124,IMAGE,257,For the chyldren of this world are in their nation wiser then the chyldren of the lyghte.,For the children of this world Are in their Nation Wiser then the children of the Light.
A69147,4072,3,124,IMAGE,257,And I saye vnto you:,And I say unto you:
A69147,4073,3,124,IMAGE,257,"Make you friendes of the vnrighteous Mammon, that when ye shall haue ^eede, they maye ^^ceaue you into euerlastinge habitacions. THE EXPOSITION.","Make you Friends of the unrighteous Mammon, that when you shall have eede, they may ceaue you into everlasting habitations. THE EXPOSITION."
A69147,4074,3,124,IMAGE,258,T Here be three thinges in this gospell to bee noted.,THere THere be three things in this gospel to be noted.
A69147,4075,3,124,IMAGE,258,"Fyrste, <NOTE> we rynde in the similitude of this gospel, how the wicked steward is praised, not for his iniquitie and deceitfulnes, but as a wordely childe, which handlethe himselfe wiselye.","First, we rind in the similitude of this gospel, how the wicked steward is praised, not for his iniquity and deceitfulness, but as a wordly child, which handleth himself wisely."
A69147,4076,3,124,IMAGE,258,"For the children of thys world, in al that they go about, seeke their owne profite and ease, and not the vtilyty and profyte of their neighbour.","For the children of this world, in all that they go about, seek their own profit and ease, and not the vtilyty and profit of their neighbour."
A69147,4077,3,124,IMAGE,258,"They geue great diligence, that they the selues may be ful, and haue sufficient,","They give great diligence, that they the selves may be full, and have sufficient,"
A69147,4078,3,124,IMAGE,258,"& care not how they get it, other by right or by wrong, so that they haue it, and maye be suer that they do not lacke, not cosidering ye need & pouerty of his neighboure.","& care not how they get it, other by right or by wrong, so that they have it, and may be sure that they do not lack, not considering you need & poverty of his neighbour."
A69147,4079,3,124,IMAGE,258,"This word Mamon, signifieth here, goodes & riches, and ar called wicked, not ye of the selues they be euel, but forbicause ye thorow great abuses they be both kept & spent, and not distributed to ye profit & vse of ye poore & needy.","This word Mammon, signifies Here, goods & riches, and Are called wicked, not you of the selves they be evil, but For because you thorough great Abuses they be both kept & spent, and not distributed to you profit & use of you poor & needy."
A69147,4080,3,125,IMAGE,258,"And therfore Christ fetteth before our eyes ye wisedome & craftines of this world, not that he praiseth or commedeth ye disceitfulnes, where through ye goodes of this world be gathered togyther & gotte, but yt we therby ar admonyshed, ye wc lyke study & dilligece, we do indeuor our selues to obtain & get celestyal & heuely ryches, whe we perceaue & marke yt the chyldre of this worlde seke with so greate studye, that which is transitory and earthlye.","And Therefore christ fetteth before our eyes you Wisdom & craftiness of this world, not that he Praiseth or commedeth you disceitfulnes, where through the goods of this world be gathered together & got, but that we thereby Are admonished, you which like study & diligence, we do endeavour our selves to obtain & get celestial & heuely riches, when we perceive & mark that the children of this world seek with so great study, that which is transitory and earthly."
A69147,4081,3,125,IMAGE,258,"And if they dispise and scorne oure eternall and celestiall goodes, that wee seeke here, wel let them seeke their treasure here on earth, and lette vs gather our treasure in heauen.","And if they despise and scorn our Eternal and celestial goods, that we seek Here, well let them seek their treasure Here on earth, and let us gather our treasure in heaven."
A69147,4082,3,125,IMAGE,258,"And then hereafter it shalbe tried, which haue kept the better treasure.","And then hereafter it shall tried, which have kept the better treasure."
A69147,4083,3,125,IMAGE,258,"Moreouer this admonicion, that we with all diligence shulde seeke eternall ryches, is uery necessary, for we be very flowe and negligent, and shulde very lightely forsake the faith and feare of god, yf we were not with suche godlye exhortacions well instructed and armed.","Moreover this admonition, that we with all diligence should seek Eternal riches, is very necessary, for we be very flow and negligent, and should very lightly forsake the faith and Fear of god, if we were not with such godly exhortations well instructed and armed."
A69147,4084,3,125,IMAGE,258,"<NOTE> For what greater ieoperdy can be vnto a christian man, then to be negligent and slacke in the worde of god?","For what greater jeopardy can be unto a christian man, then to be negligent and slack in the word of god?"
A69147,4085,3,125,IMAGE,258,"We muste euer wake and stande in awe and feare with continuall prayer, that oure faith may be increased and daylye waxe more and more.","We must ever wake and stand in awe and Fear with continual prayer, that our faith may be increased and daily wax more and more."
A69147,4086,3,125,IMAGE,258,"And in any wise lette vs beware and take hede, that we be not carelesse,","And in any wise let us beware and take heed, that we be not careless,"
A69147,4087,3,125,IMAGE,258,<NOTE> and to saye with the wicked:,and to say with the wicked:
A69147,4088,3,125,IMAGE,258,"<i> Pax & securitas, </i> there is no ieoperdy.","Pax & securitas, there is no jeopardy."
A69147,4089,3,125,IMAGE,258,"Let them, that dispise goddes worde, do so, whiche saye in their hartes, that there is no god.","Let them, that despise God's word, do so, which say in their hearts, that there is no god."
A69147,4090,3,125,IMAGE,258,"And do thou accordinge to the doctrine of the prophete Dauid, <NOTE> saiynge:","And do thou according to the Doctrine of the Prophet David, saying:"
A69147,4091,3,125,IMAGE,258,"Serue the lorde with feare, and reioyce before him with reuerence, which if thou doest, thou shalt not leese the greate benefite, that thou hast gotten through the gospel.","Serve the lord with Fear, and rejoice before him with Reverence, which if thou dost, thou shalt not lose the great benefit, that thou hast got through the gospel."
A69147,4092,3,125,IMAGE,258,"Surely thou shalte go and abide in the right way, and thou shalte auoyde all daunger to fall into the broade waye,","Surely thou shalt go and abide in the right Way, and thou shalt avoid all danger to fallen into the broad Way,"
A69147,4093,3,125,IMAGE,258,"<NOTE> that leadeth to damnacion, according to the saying of the wise man:","that leads to damnation, according to the saying of the wise man:"
A69147,4094,3,125,IMAGE,258,"Who so feareth god, walketh in the right pathe:","Who so fears god, walks in the right path:"
A69147,4095,3,125,IMAGE,258,"<NOTE> and he that regardeth not hym, goeth out of his wayes.","and he that Regardeth not him, Goes out of his ways."
A69147,4096,3,125,IMAGE,258,"Then yf those go the ryghte waye that feare god, then take earnestlye to harte this exhortacion of Christe, and all security or rechelenes layd a parte, with all diligence do that, that is commaunded the of Christe, leaste the children of this world be found in their kynde, more dilligent, then the children of lyght.","Then if those go the right Way that Fear god, then take earnestly to heart this exhortation of Christ, and all security or rechelenes laid a part, with all diligence do that, that is commanded the of Christ, jest the children of this world be found in their kind, more diligent, then the children of Light."
A69147,4098,3,125,IMAGE,259,"Secondarely, we see in this gospell, that our study and diligence to get euerlastinge treasure, lieth herein, that we do make vs frendes of the wicked Mammon. <NOTE>","Secondarily, we see in this gospel, that our study and diligence to get everlasting treasure, lies herein, that we do make us Friends of the wicked Mammon."
A69147,4099,3,125,IMAGE,259,But how doth this agree with our doctrine?,But how does this agree with our Doctrine?
A69147,4100,3,125,IMAGE,259,"For we haue taughte hitherto, that allonly throughe faythe we be iustified and saued, shall the workes do it nowe?","For we have taught hitherto, that allonly through faith we be justified and saved, shall the works do it now?"
A69147,4101,3,125,IMAGE,259,"No, not so: The wordes sounde as thoughe it shulde seeme so, but well expounded and vnderstande, they pull nothing frome faythe.","No, not so: The words sound as though it should seem so, but well expounded and understand, they pull nothing from faith."
A69147,4102,3,125,IMAGE,259,"Christe speaketh here of good frutes, and wyll not that the tree that beareth those good frutes, shulde be reproued and caste awaye.","Christ speaks Here of good fruits, and will not that the tree that bears those good fruits, should be reproved and cast away."
A69147,4103,3,125,IMAGE,259,"For how wolde you haue good frutes, yf there were not fyrste a good tree?","For how would you have good fruits, if there were not First a good tree?"
A69147,4104,3,125,IMAGE,259,"And howe wolde you haue frute, yf the tree didde not beare it, and bring it forth?","And how would you have fruit, if the tree did not bear it, and bring it forth?"
A69147,4105,3,125,IMAGE,259,"Therfore it is necessarye, that the tree be good, before it bringeth forth good frute. <NOTE>","Therefore it is necessary, that the tree be good, before it brings forth good fruit."
A69147,4106,3,125,IMAGE,259,And so likewise we speake of good workes:,And so likewise we speak of good works:
A69147,4107,3,125,IMAGE,259,"No worke, how precious or excellet so euer yt bee, can be acceptable or pleasaut before god, except the person which doth ye worke, be first iustified & acceptable before god.","No work, how precious or excellet so ever that be, can be acceptable or pleasaut before god, except the person which does the work, be First justified & acceptable before god."
A69147,4108,3,125,IMAGE,259,"If thou wilte be iuste and acceptable, thou must beleue.","If thou wilt be just and acceptable, thou must believe."
A69147,4109,3,125,IMAGE,259,"And yf thou beleuest, then arte thou iustified.","And if thou Believest, then art thou justified."
A69147,4110,3,125,IMAGE,259,"For fayth apprehedeth yu mercy of god in Christ, through the which we obtain righteousnes, without any work or deseruinge.","For faith apprehedeth thou mercy of god in christ, through the which we obtain righteousness, without any work or deserving."
A69147,4111,3,126,IMAGE,259,"And therefore when the person is accepted & iustified before god, then likewise are the works accepted, not that the works be of them selues of such reputacion and worthines, but forbicause they bee wrought of that persone, that is iustified and accepted before god.","And Therefore when the person is accepted & justified before god, then likewise Are the works accepted, not that the works be of them selves of such reputation and worthiness, but For because they be wrought of that person, that is justified and accepted before god."
A69147,4112,3,126,IMAGE,259,"Wherfore whan Christe doth admonishe vs, for to make vs frendes of the wicked Mammon, and to do good works, doth not regard so muche the worke, as he doth the fountaine, from whens the worke floweth.","Wherefore when Christ does admonish us, for to make us Friends of the wicked Mammon, and to do good works, does not regard so much the work, as he does the fountain, from whence the work flows."
A69147,4113,3,126,IMAGE,259,"He doth hate & setteth so litle bi hipocrisy, that it is to be thought, that he teacheth not workes without fayth.","He does hate & sets so little by hypocrisy, that it is to be Thought, that he Teaches not works without faith."
A69147,4114,3,126,IMAGE,259,"For what be workes withoute ^aithe, but hipocrisy?","For what be works without aithe, but hypocrisy?"
A69147,4115,3,126,IMAGE,259,"Those workes, which the Iewes did obserue in the law, which also were commaunded of god himselfe, did not please god when they were done without faith, much lesse shall those workes please god, whiche be inuented & made of men.","Those works, which the Jews did observe in the law, which also were commanded of god himself, did not please god when they were done without faith, much less shall those works please god, which be invented & made of men."
A69147,4116,3,126,IMAGE,259,"Although Christe saide: Make you frendes of the wicked Mammon, teaching vs therwith the workes of charity, yet doth he not adscribe righteousnes to the same, but he wyl that our faith be declared by them, and brought to lyght, for it is needefull that the tree be knowen by the frutes.","Although Christ said: Make you Friends of the wicked Mammon, teaching us therewith the works of charity, yet does he not adscribe righteousness to the same, but he will that our faith be declared by them, and brought to Light, for it is needful that the tree be known by the fruits."
A69147,4117,3,126,IMAGE,259,"<NOTE> Cosidre also, that Christe in these wordes (Make you friendes of the wicked Mammon) did loke vpon y workes of charity, namely that then our goodes ar good & right, when they be tourned and distributed to the vse and helpe of the poore and needy:","Consider also, that Christ in these words (Make you Friends of the wicked Mammon) did look upon y works of charity, namely that then our goods Are good & right, when they be turned and distributed to the use and help of the poor and needy:"
A69147,4118,3,126,IMAGE,259,"and contrary wise, they are naught & wicked, when we seke in the only our pleasure and voluptuousnes.","and contrary wise, they Are nought & wicked, when we seek in the only our pleasure and voluptuousness."
A69147,4119,3,126,IMAGE,259,"Therfore saith Salomon: <NOTE> He that dispiseth his neighboure doth amysse, but whosoeuer hath pity on the poore, is blessed.","Therefore Says Solomon: He that despiseth his neighbour does amiss, but whosoever hath pity on the poor, is blessed."
A69147,4121,3,126,IMAGE,260,"Thirdly, we haue here the reward that is giue to the faithful, which worketh through a liuely faith works of charitie, for as much as ye poore, whom we haue succoured & helped wt our goodes, shal receiue vs into euerlastig tabernacles.","Thirdly, we have Here the reward that is give to the faithful, which works through a lively faith works of charity, for as much as you poor, whom we have succored & helped with our goods, shall receive us into euerlastig Tabernacles."
A69147,4122,3,126,IMAGE,260,This text ye papists apply vnto saintes yt ar departed out of this worlde and go about to stablishe therewith that vngodlye doctrine of inuocacion vnto saintes.,This text you Papists apply unto Saints that Are departed out of this world and go about to establish therewith that ungodly Doctrine of invocation unto Saints.
A69147,4123,3,126,IMAGE,260,"But take heed of this opinio, for it is against ye first comaundemet of god,","But take heed of this opinio, for it is against the First comaundemet of god,"
A69147,4124,3,126,IMAGE,260,"& agaist ye gospell also,","& aghast you gospel also,"
A69147,4125,3,126,IMAGE,260,<NOTE> which teacheth vs to pray vnto the father in the name of Christe.,which Teaches us to pray unto the father in the name of Christ.
A69147,4126,3,126,IMAGE,260,And it is against ye doctrine of S.,And it is against you Doctrine of S.
A69147,4127,3,126,IMAGE,260,"Paul, which techeth vs that we haue but only on mediatour. <NOTE> Furthermore this gospel speaketh not of ye dead, but of those saintes that be a liue.","Paul, which teacheth us that we have but only on Mediator. Furthermore this gospel speaks not of the dead, but of those Saints that be a live."
A69147,4128,3,126,IMAGE,260,And those shuld we make our fredes & do our charity vpo.,And those should we make our fredes & do our charity upon.
A69147,4129,3,126,IMAGE,260,Wherwtal? With ye wicked Mamon.,Wherewithal? With you wicked Mammon.
A69147,4130,3,126,IMAGE,260,"That is. Let vs think yt our goods & riches are not giue vs of god for our pomp & volupteousnes, but that therby we ar ordained & deputed to be goddes ministers, to deale & giue it out to the poore & needy, and to serue theim in their necessitye.","That is. Let us think that our goods & riches Are not give us of god for our pomp & volupteousnes, but that thereby we Are ordained & deputed to be God's Ministers, to deal & give it out to the poor & needy, and to serve them in their necessity."
A69147,4131,3,126,IMAGE,260,"Which if we do, thei at ye dai of iudgment shal bear witnes of our charity done vnto the, by which meanes we shalbe receiued into ye euerlastig tabernacle This exposition the bare texte giueth it selfe.","Which if we do, they At the day of judgement shall bear witness of our charity done unto thee, by which means we shall received into you euerlastig tabernacle This exposition the bore text gives it self."
A69147,4132,3,126,IMAGE,260,"For ye that Christe will do for the poore, he saith that hys christias do it.","For you that Christ will do for the poor, he Says that his Christians do it."
A69147,4133,3,126,IMAGE,260,As in an other place he saith vnto yt apostels:,As in an other place he Says unto that Apostles:
A69147,4134,3,126,IMAGE,260,"<NOTE> In that day ye shall sit vppon the twelue seats, to iudge the twelue tribes of Israel.","In that day you shall fit upon the twelue seats, to judge the twelue tribes of Israel."
A69147,4135,3,126,IMAGE,260,"Finally what soeuer we do vnto the poore by faithe, shalbe plenteously recompensed and rewarded vs of God, throughe Christe our Lorde.","Finally what soever we do unto the poor by faith, shall plenteously recompensed and rewarded us of God, through Christ our Lord."
A69147,4136,3,127,IMAGE,260,Amen. The gospell on the tenthe sonday after trinity sonday. Luc. 19.,Amen. The gospel on the tenthe Sunday After trinity Sunday. Luke 19.
A69147,4138,3,127,IMAGE,261,"A Nd when he was come neare, he beheld the citye and <NOTE> wepte on it, saying:","ANd ANd when he was come near, he beheld the City and wept on it, saying:"
A69147,4139,3,127,IMAGE,261,"If thou haddest knowen those thinges which belong vnto thy peace, euen in thys thy day, thou woldest take heede.","If thou Hadst known those things which belong unto thy peace, even in this thy day, thou Wouldst take heed."
A69147,4140,3,127,IMAGE,261,But nowe are they hidde frome thyne eyes.,But now Are they hid from thine eyes.
A69147,4141,3,127,IMAGE,261,"For the dayes shall come vpon the <NOTE> that thyne enemyes also shall caste a banke aboute the, and compasse the rounde, and kepe the in on euerye syde, and make the euen with the grounde, and thy chyldren which are in the And <NOTE> they shall not leaue in the, one stone vppon an other, bicause thou knowest not the tyme of thy visitacion.","For the days shall come upon the that thine enemies also shall cast a bank about thee, and compass the round, and keep thee in on every side, and make the even with the ground, and thy children which Are in thee And they shall not leave in thee, one stone upon an other, Because thou Knowest not the time of thy Visitation."
A69147,4143,3,127,IMAGE,262,"<NOTE> And he wente into the temple, and beganne to caste out theim that solde therein, and them that boughte, saiynge vnto theim:","And he went into the temple, and began to cast out them that sold therein, and them that bought, saying unto them:"
A69147,4144,3,127,IMAGE,262,It is wrytte: <NOTE>,It is writ:
A69147,4145,3,127,IMAGE,262,My house is the house of prayer:,My house is the house of prayer:
A69147,4146,3,127,IMAGE,262,but ye haue <NOTE> made it a denne of theues.,but you have made it a den of thieves.
A69147,4147,3,127,IMAGE,262,And he taughte daylye in the temple. THE EXPOSITION.,And he taught daily in the temple. THE EXPOSITION.
A69147,4148,3,127,IMAGE,263,"IN this gospel we learn, how we must receiue Christe two manner of wayes:","IN this gospel we Learn, how we must receive Christ two manner of ways:"
A69147,4149,3,127,IMAGE,263,"One waye, as a gifte, an other, as an exaumple.","One Way, as a gift, an other, as an Exampl."
A69147,4150,3,127,IMAGE,263,"Therfore when I take and receaue hym as a gifte,","Therefore when I take and receive him as a gift,"
A69147,4151,3,127,IMAGE,263,"<NOTE> muste I vnderstand and know, that this his weeping hath doone me seruice, and that hee is so gyuen me, that hee with all that he hath is myne owne.","must I understand and know, that this his weeping hath done me service, and that he is so given me, that he with all that he hath is mine own."
A69147,4152,3,127,IMAGE,263,"And also I muste know and beleue, that he careth for me, and hath compassion with me, and pytieth me in my calamity and misery.","And also I must know and believe, that he Careth for me, and hath compassion with me, and pytieth me in my calamity and misery."
A69147,4153,3,127,IMAGE,263,"For there is no greater cofort to vs, neither in heauen not in earth, then to know (when we are assaulted with temptacion) that god careth and prouideth for vs.","For there is no greater Comfort to us, neither in heaven not in earth, then to know (when we Are assaulted with temptation) that god Careth and Provideth for us"
A69147,4154,3,127,IMAGE,263,"If thy sinnes bite the, yf thy conscience accuse the, if thou feare the wrathe and vengeaunce of god, returne and looke vpon Christe, by whome thou art promised remission of sinnes.","If thy Sins bite thee, if thy conscience accuse thee, if thou Fear the wrath and vengeance of god, return and look upon Christ, by whom thou art promised remission of Sins."
A69147,4155,3,127,IMAGE,263,"<NOTE> For it is he that alone hath taken awaye oure infirmitye and sinnes, and beareth oure payne.","For it is he that alone hath taken away our infirmity and Sins, and bears our pain."
A69147,4156,3,127,IMAGE,263,"And in any wise take heed, that thou takest not him for so cruel, that wil not be intreated or pleased, and which will not be spoken withal, but rather perswade thy selfe, that he is suche a one, that is not allonly displeased with those, that neglect him and seeke and other waye to saluacion, but also that hee was sory and wept for them, as wee maye lightely perceiue out of this his compassion, that he is redy and prest to help euery man, so that we acknowledg our sinnes and hate them, desiring to be delyuered from theim.","And in any wise take heed, that thou Takest not him for so cruel, that will not be entreated or pleased, and which will not be spoken withal, but rather persuade thy self, that he is such a one, that is not allonly displeased with those, that neglect him and seek and other Way to salvation, but also that he was sorry and wept for them, as we may lightly perceive out of this his compassion, that he is ready and pressed to help every man, so that we acknowledge our Sins and hate them, desiring to be Delivered from them."
A69147,4157,3,127,IMAGE,263,"For it is he, he alone (I saye) through whome the father wyll helpe troubled consciences, and saye in oure hartes:","For it is he, he alone (I say) through whom the father will help troubled Consciences, and say in our hearts:"
A69147,4158,3,127,IMAGE,263,"Bee of good comforte, thy sinnes be forgiuen the:","be of good Comfort, thy Sins be forgiven the:"
A69147,4159,3,127,IMAGE,263,which also in worldly tentacion and trouble doth the same.,which also in worldly tentation and trouble does thee same.
A69147,4160,3,127,IMAGE,263,"For yf in my trouble and misery I call vnto god through Christe,","For if in my trouble and misery I call unto god through Christ,"
A69147,4161,3,127,IMAGE,263,I am suer that he wyll helpe.,I am sure that he will help.
A69147,4162,3,127,IMAGE,263,"For Christe hath saide: What so euer ye aske the father in my name,","For Christ hath said: What so ever you ask the father in my name,"
A69147,4163,3,127,IMAGE,263,<NOTE> it shal be giuen vnto you.,it shall be given unto you.
A69147,4164,3,127,IMAGE,263,And in an other place he sayth:,And in an other place he say:
A69147,4165,3,127,IMAGE,263,"Be of good comforte, I haue ouercome the world. that is,","Be of good Comfort, I have overcome the world. that is,"
A69147,4166,3,127,IMAGE,263,"<NOTE> Through me ye shall nat allonly ouercome the worlde, and that that is in it, but also ye shal ouercome death, the diuell and hel.","Through me you shall nat allonly overcome the world, and that that is in it, but also you shall overcome death, the Devil and hell."
A69147,4167,3,127,IMAGE,263,"And in lyke wise, when I haue compreheded Christ as a gift,","And in like wise, when I have compreheded christ as a gift,"
A69147,4168,3,128,IMAGE,263,"<NOTE> I must learne thereby, to serue my neighboure bothe with body and goodes, euen as Christe here both wyth his weeping, passion and deathe, hathe serued vs.","I must Learn thereby, to serve my neighbour both with body and goods, even as Christ Here both with his weeping, passion and death, hath served us"
A69147,4169,3,128,IMAGE,263,"As sainte Peter saith: <NOTE> Christe hath suffered for vs, leauinge vs an ensample to folow his footesteppes And these be the very true workes whiche scripture dothe alowe, the which also we muste do, to manifest and declare our faithe withall.","As saint Peter Says: Christ hath suffered for us, leaving us an ensample to follow his footsteps And these be the very true works which scripture doth allow, the which also we must do, to manifest and declare our faith withal."
