A72490,0,3,8,IMAGE,0,A Sermon.,A Sermon.
A73502,2079,32,88,IMAGE,118,For the Lorde Iesus the same nyght in whych he was betrayed toke breade and when he had gyuen thakes he brake it and said.,For the Lord jesus the same night in which he was betrayed took bread and when he had given Takes he brake it and said.
A73502,2080,32,88,IMAGE,118,"Take ye and eate, this is my body, whych is broken for you.","Take you and eat, this is my body, which is broken for you."
A73502,2081,32,88,IMAGE,118,Thys do ye in the remembraunce of me.,This do you in the remembrance of me.
A73502,2082,32,88,IMAGE,118,After the same maner also he toke the cup whe supper was done sayenge.,After the same manner also he took the cup when supper was done saying.
A73502,2083,32,88,IMAGE,118,Thys cup is the newe Testament in my bloude.,This cup is the new Testament in my blood.
A73502,2084,32,88,IMAGE,118,This do as oft as ye drynke it in remembraunce of me.,This do as oft as you drink it in remembrance of me.
A73502,2085,32,88,IMAGE,118,"For as oft as ye shal eate this bread and drinke this cup, ye shal shewe the lordes death tyl he come.","For as oft as you shall eat this bred and drink this cup, you shall show the Lords death till he come."
A73502,2086,32,88,IMAGE,118,Wherfore whosoeuer shall eate of thys breade and drynke of this cup vnworthyly shalbe gylty of the body and bloude of the lorde.,Wherefore whosoever shall eat of this bread and drink of this cup unworthily shall guilty of the body and blood of the lord.
A73502,2087,32,88,IMAGE,118,"But let a man examyne him selfe, and so let him eate of the breade and dryncke of the cup.","But let a man examine him self, and so let him eat of the bread and drink of the cup."
A73502,2088,32,88,IMAGE,118,"For he that eateth and drynketh vnworthely, eateth and drynketh hys owne damnation, because he maketh no difference of the lordes body.","For he that Eateth and Drinketh unworthily, Eateth and Drinketh his own damnation, Because he makes no difference of the Lords body."
A73502,2090,32,88,IMAGE,119,The exhortacion vpon this epistle ye shall fynd immediatly before the Epistle on Easter daye.,The exhortation upon this epistle you shall find immediately before the Epistle on Easter day.
A73502,2091,32,88,IMAGE,119,The Gospell on Corpus Christi daye.,The Gospel on Corpus Christ day.
A73502,2092,33,88,IMAGE,119,The.vi chapiter of Iohn.,The vi chapter of John.
A73502,2093,33,88,IMAGE,119,Thargument. Christ is the true breade of lyfe.,The argument. christ is the true bread of life.
A73502,2095,33,89,IMAGE,120,I Esus sayde vnto his disciples and vnto the company of the Iues.,IEsus IEsus said unto his Disciples and unto the company of the Iues
A73502,2096,33,89,IMAGE,120,"My fleshe is meate in dede, and my bloud is drinke in dede.","My Flesh is meat in deed, and my blood is drink in deed."
A73502,2097,33,89,IMAGE,120,"He that eateth my flesh and drynketh my blod, dwelleth in me & I in hym.","He that Eateth my Flesh and Drinketh my blood, dwells in me & I in him."
A73502,2098,33,89,IMAGE,120,"As the lyuing father hath sent me, and I lyue for the father:","As the living father hath sent me, and I live for the father:"
A73502,2099,33,89,IMAGE,120,"Euen so he that eateth me, shall lyue by the meanes of me.","Even so he that Eateth me, shall live by the means of me."
A73502,2100,33,89,IMAGE,120,"Thys is that breade, whiche came downe from heauen:","This is that bread, which Come down from heaven:"
A73502,2101,33,89,IMAGE,120,"not as your fathers dyd eate Manna, and are deade.","not as your Father's did eat Manna, and Are dead."
A73502,2102,33,89,IMAGE,120,"He that eateth of this bread, shall lyue euer.","He that Eateth of this bred, shall live ever."
A73502,2104,33,89,IMAGE,121,"IN this present Gospel (good people) our sauiour Christ which is the true shepherd and feder of our soules goeth about to shake of fro oure myndes the fylthy cares of thys corporall life, willyng vs rather to apply our selfes and to labour wyth the gredy desire of the heuenly and gostly ryches, to obteyne euerlasting life.","IN this present Gospel (good people) our Saviour christ which is the true shepherd and feder of our Souls Goes about to shake of from our minds the filthy Cares of this corporal life, willing us rather to apply our selves and to labour with the greedy desire of the heavenly and ghostly riches, to obtain everlasting life."
A73502,2105,33,89,IMAGE,121,He biddeth vs caste out of our myndes the worldy breade wherwith our bodyes be fedde and couet that heuenly brede which giueth and conferreth vnto vs euerlastinge and immortall lyfe of the soule.,He bids us cast out of our minds the worldy bread wherewith our bodies be fed and covet that heavenly breed which gives and conferreth unto us everlasting and immortal life of the soul.
A73502,2106,33,89,IMAGE,121,"Thys breade is taken by faythe, and fayth is to be obteyned and gotten of almyghty god.","This bread is taken by faith, and faith is to be obtained and got of almighty god."
A73502,2107,33,89,IMAGE,121,For it is vndoubtedly hys gyfte.,For it is undoubtedly his gift.
A73502,2108,33,89,IMAGE,121,"Whosoeuer therfore beleueth in Christe, he alredy hathe euerlastyng lyfe, inasmuche as he hath the foutayne of immortalitie.","Whosoever Therefore Believeth in Christ, he already hath everlasting life, inasmuch as he hath the foutayne of immortality."
A73502,2109,33,89,IMAGE,121,I am (sayeth Christe) the breade of lyfe.,I am (Saith Christ) the bread of life.
A73502,2110,33,89,IMAGE,121,"As who shulde say. I am that same fode whiche gyueth lyfe not only corporall, but rather the lyfe of the soule and eternall.","As who should say. I am that same food which gyveth life not only corporal, but rather the life of the soul and Eternal."
A73502,2111,33,89,IMAGE,121,"The Iues (amonges whom Christ was conuersaut, and vnto whom he had this comunicacion) bosted muche in the Manna, yt was sente downe from heauen vnto theyr auncestours.","The Iues (among whom christ was conuersaut, and unto whom he had this communication) boasted much in the Manna, that was sent down from heaven unto their Ancestors."
A73502,2112,33,89,IMAGE,121,P A G Elxviij But what sayeth Christe vnto them?,PAGElxviij PAGElxviij PAGElxviij PAGElxviij But what Saith Christ unto them?
A73502,2113,33,89,IMAGE,121,"Your fathers dyd eate Manna in the wyldernes, and dyed.","Your Father's did eat Manna in the Wilderness, and died."
A73502,2114,33,89,IMAGE,121,<NOTE> Your fathers (sayeth S.,Your Father's (Saith S.
A73502,2115,33,89,IMAGE,121,Austine) bicause you be lyke them murmuryng fathers of murmuryng chyldren.,Augustine) Because you be like them murmuring Father's of murmuring children.
A73502,2116,33,89,IMAGE,121,For assuredly this people in nothyng offended god more then in grutchyng and murmuryng agaynste God.,For assuredly this people in nothing offended god more then in grutching and murmuring against God.
A73502,2117,33,89,IMAGE,121,Now they therfore dyed bicause they beleued (sayeth S.,Now they Therefore died Because they believed (Saith S.
A73502,2118,33,89,IMAGE,121,"Austin) the thynge that they sawe,","Austin) the thing that they saw,"
A73502,2119,33,89,IMAGE,121,"<NOTE> the thyng they sawe not, they beleued not nor yet vnderstode.","the thing they saw not, they believed not nor yet understood."
A73502,2120,33,89,IMAGE,121,"<i> O sacramentum pietatis, o signum vnitatis, </i> <NOTE> <i> o vinculum charitatis. Qui vult viuere habet vnde viuat, accedat, credat, incorporetur, vt viuificet. </i>","O sacramentum pietatis, o signum vnitatis, o vinculum charitatis. Qui vult viuere habet vnde viuat, Accedat, Credat, incorporetur, vt viuificet."
A73502,2121,33,89,IMAGE,121,"O wonderfull sacrament of godlynes, o wonderfull token of vnitie, o wonderfull bond of charitie.","Oh wonderful sacrament of godliness, oh wonderful token of unity, oh wonderful bound of charity."
A73502,2122,33,89,IMAGE,121,"He that wyl lyue he hath wherof he may lyue, let him drawe nigh let him beleue & let him be incorporated that he may be quickened.","He that will live he hath whereof he may live, let him draw High let him believe & let him be incorporated that he may be quickened."
A73502,2123,33,89,IMAGE,121,"Let him not departe for the frame of the membres, let him not be a rotten mebre worthy to be cut of, nor yet croked whereof he may be ashamed Let him be a fayre mebre, open, sounde & cleauing to the body.","Let him not depart for the frame of the members, let him not be a rotten mebre worthy to be Cut of, nor yet crooked whereof he may be ashamed Let him be a fair mebre, open, sound & cleaving to the body."
A73502,2124,33,89,IMAGE,121,Let him lyue to god.,Let him live to god.
A73502,2125,33,89,IMAGE,121,"Let him nowe labour in earthe, that he maye afterwarde lyue in heauen.","Let him now labour in earth, that he may afterward live in heaven."
A73502,2126,33,89,IMAGE,121,"The sacramet of this thing (saith this holy doctour) that is to saye, of the vnitie of the body and bloude of Christe, is taken at gods bourde of some men to their saluatio, and of some to their damnation.","The Sacrament of this thing (Says this holy Doctor) that is to say, of the unity of the body and blood of Christ, is taken At God's board of Some men to their Salutation, and of Some to their damnation."
A73502,2127,33,89,IMAGE,121,<NOTE> thynge it selfe is ordeined to the saluation of al men and to the destruction of none.,thing it self is ordained to the salvation of all men and to the destruction of none.
A73502,2128,33,89,IMAGE,121,"For my fleshe (sayeth Christe) is very meate, and my blode very dryncke.","For my Flesh (Saith Christ) is very meat, and my blood very drink."
A73502,2129,33,90,IMAGE,121,"Thys breade cam downe from heuen and hath an heuenly power of workynge gyuen it of god, that who so euer worthely do eate it, shall lyue eternally and neuer dye.","This bread cam down from heaven and hath an heavenly power of working given it of god, that who so ever worthily do eat it, shall live eternally and never die."
A73502,2130,33,90,IMAGE,121,"Wherfore good christen people, we haue no nede to demaunde from heuen any Manna sythe we haue the very heuenly breade in dede, that is to say, the body of our sauiour Christe ready vnto vs, to gyue vs euerlasting lyfe, if so be we wol take it worthely & with fayth.","Wherefore good christian people, we have no need to demand from heaven any Manna sith we have the very heavenly bread in deed, that is to say, the body of our Saviour Christ ready unto us, to gyve us everlasting life, if so be we will take it worthily & with faith."
A73502,2131,33,90,IMAGE,121,"For vndoubtedly Christ is that heuenly breade whiche gyueth immortalitie to our soules,","For undoubtedly christ is that heavenly bread which gyveth immortality to our Souls,"
A73502,2132,33,90,IMAGE,121,& whych for oure sakes was betrayed and crucifyed.,& which for our sakes was betrayed and Crucified.
A73502,2133,33,90,IMAGE,121,"He is the worde of god in whom who so euer stedfastly woll beleue, shall haue euerlasting lyfe.","He is the word of god in whom who so ever steadfastly will believe, shall have everlasting life."
A73502,2134,33,90,IMAGE,121,"Who so euer shall conuey thys heuenly breade into the bowels of his soule, shalbe nourished and growe vp to euerlastinge lyfe.","Who so ever shall convey this heavenly bread into the bowels of his soul, shall nourished and grow up to everlasting life."
A73502,2135,33,90,IMAGE,121,"For assuredly thys is the lyuely breade, whiche is descended downe from heuen, euen the moste preciouse body of our sauiour Christ whiche was betrayed and put to death to redeme the lyfe of the hole worlde.","For assuredly this is the lively bread, which is descended down from heaven, even the most precious body of our Saviour christ which was betrayed and put to death to Redeem the life of the hold world."
A73502,2136,33,90,IMAGE,121,"Let vs beleue it, let vs take it & we shall lyue.","Let us believe it, let us take it & we shall live."
A73502,2137,33,90,IMAGE,121,The mystery of this thing is right straunge and wonderfull to the world.,The mystery of this thing is right strange and wonderful to the world.
A73502,2138,33,90,IMAGE,121,But suerly onles thou beest by faith ingrafted and incorporated into this mysticall body & stycke faste in the same (euen as a braunche doth in the vine tree) thou shalt haue no lyfe in the.,But surely unless thou Best by faith ingrafted and incorporated into this mystical body & stick fast in the same (even as a branch does in the vine tree) thou shalt have no life in thee.
A73502,2139,33,90,IMAGE,121,"Let vs not (my frendes) murmoure wythin our selues as the Iues did, and say how can he gyue vs his fleshe to eate?","Let us not (my Friends) murmoure within our selves as the Iues did, and say how can he gyve us his Flesh to eat?"
A73502,2140,33,90,IMAGE,121,The Iues (saythe saynte Augustine) bycause they vnderstode not the breade of concorde:,The Iues (say faint Augustine) Because they understood not the bread of concord:
A73502,2141,33,90,IMAGE,121,"<NOTE> therfore they discorded, and fel at variaunce wythin themselues.","Therefore they discorded, and fell At variance within themselves."
A73502,2142,33,90,IMAGE,121,"But suerly they that eate this bread, do not stryue nor contende wythin themselues, for by thys most blessed and heuenly breade god maketh them to dwel in hys house in full vnitie and concorde togyther.","But surely they that eat this bred, do not strive nor contend within themselves, for by this most blessed and heavenly bread god makes them to dwell in his house in full unity and concord together."
A73502,2143,33,90,IMAGE,121,"Christ assureth vs, that onles we eate hys fleshe, and drynke hys P A G Elxix blode, we shall not haue lyfe in vs."," christ assureth us, that unless we eat his Flesh, and drink his PAGElxix PAGElxix PAGElxix PAGElxix blood, we shall not have life in us"
A73502,2144,33,90,IMAGE,121,<NOTE> But how shal we eate his fleshe and drynke his bloude?,But how shall we eat his Flesh and drink his blood?
A73502,2145,33,90,IMAGE,121,"Truly (as all holy doctours expounde thys texte) we eate Christes fleshe and drynke his bloude,","Truly (as all holy Doctors expound this text) we eat Christ's Flesh and drink his blood,"
A73502,2146,33,90,IMAGE,121,"<NOTE> when we communicate and take parte of his passion, and swetly and profitably lay vp in our memory that hys fleshe was crucifyed and wounded & that his most precyouse blode was shed for vs.","when we communicate and take part of his passion, and sweetly and profitably lay up in our memory that his Flesh was Crucified and wounded & that his most precious blood was shed for us"
A73502,2147,33,90,IMAGE,121,"He that beleueth not thus in hym (sayth saynt Augustine) eateth not Christ, and therefore he hath not the Christen fayth, without whyche he can haue no pardon of hys synnes.","He that Believeth not thus in him (say saint Augustine) Eateth not christ, and Therefore he hath not the christian faith, without which he can have no pardon of his Sins."
A73502,2149,33,90,IMAGE,122,Wherfore (my fredes) let vs dayly eate this heauely breade this Christ our louyng sauiour in spirite and by fayth.,Wherefore (my fredes) let us daily eat this heavily bread this christ our loving Saviour in Spirit and by faith.
A73502,2150,33,90,IMAGE,122,"Let vs I saye take holde of him let vs apprehende him by fayth, let vs take the benefite and vse of his passion and resurrection,","Let us I say take hold of him let us apprehend him by faith, let us take the benefit and use of his passion and resurrection,"
A73502,2151,33,90,IMAGE,122,<NOTE> vs make him all ours.,us make him all ours.
A73502,2152,33,90,IMAGE,122,Let vs suffre hym to entre into vs.,Let us suffer him to enter into us
A73502,2153,33,90,IMAGE,122,Spiritually we ought dayly to receyue him.,Spiritually we ought daily to receive him.
A73502,2154,33,90,IMAGE,122,"But both spiritually and also sacramentally and corporally we must receiue him with most hyghe reuerece in forme of breade at suche tyme as the churche appoynteth, and namely at the feaste of Easter.","But both spiritually and also sacramentally and corporally we must receive him with most high Reverence in Form of bread At such time as the Church appointeth, and namely At the feast of Easter."
A73502,2155,33,90,IMAGE,122,"I saye, when we come to the aultare of god, and to his holy borde, let vs take hede, that we worthely receyue in forme of breade his moste preciouse body,","I say, when we come to the altar of god, and to his holy board, let us take heed, that we worthily receive in Form of bread his most precious body,"
A73502,2156,33,90,IMAGE,122,"<NOTE> lest we take hym to our danacion, not discerning the lordes body.","lest we take him to our danacion, not discerning the Lords body."
A73502,2157,33,90,IMAGE,122,"Which thyng we can not do without penauce, stedfast fayth and ful purpose of ameding our former lyfe.","Which thing we can not do without penance, steadfast faith and full purpose of ameding our former life."
A73502,2158,33,90,IMAGE,122,"Let vs fyrst or euer we approch to this blessid sacramet examine our selues by knowledging our sinnes against god,","Let us fyrst or ever we approach to this blessed Sacrament examine our selves by knowledging our Sins against god,"
A73502,2159,33,91,IMAGE,122,"<NOTE> wherunto we shalbe brought by heryng & considering gods wyl declared in his lawes & perceiuing in our coscience ye god is displeased wt vs for ye same and therupon coceiuing not only greate sorowe, but also great feare of gods wrath towardes vs, cosidering we haue no worthy meritis to lay before god as sufficient satisfaction for our synnes, which done, we must coceiue sure hope & fayth yt god yet wyl forgiue vs our synnes not for our owne worthines but for ye only merites of his bloude & passion which fayth we shal cofirme by ye applieng of Christes promise coteined in his gospell & namely in ye institucyon of thys most blessed sacramet where it is sayde (giuen for the remissio of our synnes. <NOTE> <NOTE>) But to the atteining of this fayth, the seconde parte of penaunce, yt is to say, confession to the prest is necessary,","whereunto we shall brought by hearing & considering God's will declared in his laws & perceiving in our conscience you god is displeased with us for you same and thereupon coceiuing not only great sorrow, but also great Fear of God's wrath towards us, considering we have no worthy Meritis to lay before god as sufficient satisfaction for our Sins, which done, we must coceiue sure hope & faith that god yet will forgive us our Sins not for our own worthiness but for you only merits of his blood & passion which faith we shall cofirme by you applying of Christ's promise coteined in his gospel & namely in the Institution of this most blessed Sacrament where it is said (given for the Remission of our Sins.) But to the attaining of this faith, the seconde part of penance, that is to say, Confessi to the pressed is necessary,"
A73502,2160,33,91,IMAGE,122,"<NOTE> inasmuch as the absolucion giue by him is ordeined of Christ to applie the promises of gods grace to vs, according to these textes. <NOTE> Whose synnes soeuer you forgiue shalbe forgiuen, whose synnes ye reteine, shalbe reteined.","inasmuch as the absolution give by him is ordained of christ to apply the promises of God's grace to us, according to these texts. Whose Sins soever you forgive shall forgiven, whose Sins you retain, shall retained."
A73502,2161,33,91,IMAGE,122,Also. He that heareth you heareth me.,Also. He that hears you hears me.
A73502,2162,33,91,IMAGE,122,"Finally being thus truly penitent cotrite & cofessed, we must also bryng forth ye frutes of penauce,","Finally being thus truly penitent cotrite & cofessed, we must also bring forth you fruits of penance,"
A73502,2163,33,91,IMAGE,122,"<NOTE> as prayer, fasting & almes dede.","as prayer, fasting & alms deed."
A73502,2164,33,91,IMAGE,122,We must also make restitucion or satisfaccion in wyl & dede to our neyghbours in yt we haue done them wrong.,We must also make restitution or satisfaction in will & deed to our neighbours in that we have done them wrong.
A73502,2165,33,91,IMAGE,122,We must also do al other good workes of mercy & charitie & expresse our obedient wyl in fulfylling of gods comaudemet outwardly when tyme and occasion shalbe gyuen vs.,We must also do all other good works of mercy & charity & express our obedient will in fulfilling of God's comaudemet outwardly when time and occasion shall given us
A73502,2166,33,91,IMAGE,122,Thus we shall examine our selues & so receyue this moste holy sacrament worthely.,Thus we shall examine our selves & so receive this most holy sacrament worthily.
A73502,2167,33,91,IMAGE,122,Otherwyse we shal receiue our owne damnacion.,Otherwise we shall receive our own damnation.
A73502,2168,33,91,IMAGE,122,Wherfore my fredes do as I haue here declared vnto you and ye shal receiue forgiuenes of your sinnes & at laste the croune of euerlasting lyfe.,Wherefore my fredes do as I have Here declared unto you and you shall receive forgiveness of your Sins & At laste the crown of everlasting life.
A73502,2169,33,91,IMAGE,122,Vnto whiche. &c.,Unto which. etc.
A73502,2170,34,91,IMAGE,122,P A G Elxx THE EPISTLE ON TRINITIE SONDAYE. THE IIII.,PAGElxx PAGElxx PAGElxx PAGElxx THE EPISTLE ON TRINITY SUNDAY. THE IIII.
A73502,2171,34,91,IMAGE,122,Chapter of the Apocalyps. Thargument.,Chapter of the Apocalypse. The argument.
A73502,2172,34,91,IMAGE,122,Gods Maiestie is here described.,God's Majesty is Here described.
A73502,2174,34,91,IMAGE,123,"I Loked vp and sawe a dore open in heauen, and the fyrst voyce whych I herde was as it were of a trompet talkynge wyth me, whych sayd:","I Looked up and saw a door open in heaven, and the fyrst voice which I herd was as it were of a trumpet talking with me, which said:"
A73502,2175,34,91,IMAGE,123,"come vp hyther and I wyll shewe the thynges, whych must be fulfylled herafter.","come up hither and I will show the things, which must be fulfilled hereafter."
A73502,2176,34,91,IMAGE,123,"And immediatly I was in the spirite and beholde a seate was set in heauen, and one sat on the seate.","And immediately I was in the Spirit and behold a seat was Set in heaven, and one sat on the seat."
A73502,2177,34,91,IMAGE,123,"And he that sat, was to loke vpo, lyke a Iaspar stone, and a Sardyne stone.","And he that sat, was to look upon, like a Jasper stone, and a Sardinia stone."
A73502,2178,34,91,IMAGE,123,"And there was a rayne bowe aboute the seate, in syght lyke to an Emeralde.","And there was a rain bow about the seat, in sight like to an Emerald."
A73502,2179,34,91,IMAGE,123,And aboute the seate were.xxiiij. seates.,And about the seat were xxiiij seats.
A73502,2180,34,91,IMAGE,123,"And vpon the seates.xxiiij. Elders sytting, clothed in whyt rayment, and had on their heades crownes of golde.","And upon the seats xxiiij Elders sitting, clothed in whyt raiment, and had on their Heads crowns of gold."
A73502,2181,34,91,IMAGE,123,"And out of the seate proceded lyghtenynges, and thundrynges, and voyces, and there were seuen lampes of fyre, burnynge before the seate, whych are the seuen spirites of God.","And out of the seat proceeded lyghtenynges, and thundrynges, and voices, and there were seuen lamps of fire, burning before the seat, which Are the seuen spirits of God."
A73502,2182,34,91,IMAGE,123,"And before the seate there was a see of glasse, like vnto Crystal and in the myddes of the seate, and rounde aboute the seate were foure beastes ful of eyes before and behynde.","And before the seat there was a see of glass, like unto Crystal and in the mids of the seat, and round about the seat were foure beasts full of eyes before and behind."
A73502,2183,34,91,IMAGE,123,"And the fyrst beast was lyke a Lyon, and the seconde beast lyke a Calfe, and the thyrde beast had a face as a Man, and the fourth beast was lyke a flyenge Egle.","And the fyrst beast was like a lion, and the seconde beast like a Calf, and the Third beast had a face as a Man, and the fourth beast was like a flyenge Egle."
A73502,2184,34,92,IMAGE,123,"And the foure beastes had eche one of them.vi. wynges about hym, and they were full of eyes wythin.","And the foure beasts had eke one of them vi wings about him, and they were full of eyes within."
A73502,2185,34,92,IMAGE,123,"And they had no rest daye neyther nyght, sayenge:","And they had no rest day neither night, saying:"
A73502,2186,34,92,IMAGE,123,"Holy, holy, holy,","Holy, holy, holy,"
A73502,2187,34,92,IMAGE,123,"Lorde God almyghty whych was, and is, and is to come.","Lord God almighty which was, and is, and is to come."
A73502,2188,34,92,IMAGE,123,"And whan those beastes gaue glorye and honoure, and thankes to hym that sat on the seate (whych lyueth for euer and euer) the.xxiiij.","And when those beasts gave glory and honour, and thanks to him that sat on the seat (which liveth for ever and ever) the xxiiij"
A73502,2189,34,92,IMAGE,123,"Elders fell downe before hym that satte on the trone and worshypped hym that lyueth for euer, and cast their crownes before the trone, sayenge:","Elders fell down before him that sat on the throne and worshipped him that liveth for ever, and cast their crowns before the throne, saying:"
A73502,2190,34,92,IMAGE,123,"thou arte worthy o Lorde oure God to receyue glorye and honoure, and power, for thou hast created all thynges, and for thy wylles sake they are, and were created.","thou art worthy oh Lord our God to receive glory and honour, and power, for thou hast created all things, and for thy wills sake they Are, and were created."
A73502,2192,34,92,IMAGE,124,"G Ood people we be sure by scripture, that there is but one God.","GOod GOod people we be sure by scripture, that there is but one God."
A73502,2193,34,92,IMAGE,124,"For it sayth. Herken o Israel, thy god is one.","For it say. Harken oh Israel, thy god is one."
A73502,2194,34,92,IMAGE,124,<NOTE> But forasmuch as the scripture doth attribute godheade and diuine essencie to thre:,But forasmuch as the scripture does attribute godhead and divine essencie to Three:
A73502,2195,34,92,IMAGE,124,"therfore the fathers haue founde out the worde (person) for the auoydynge of many errours. <NOTE> And hereof for discernynge the sayd persons is the name of Trinitie come into the church, wherby we sygnifye not.iij. vnegall persons, but thre persons coequal of one in diuisible substaunce and essencie.","Therefore the Father's have found out the word (person) for the avoiding of many errors. And hereof for discerning the said Persons is the name of Trinity come into the Church, whereby we sygnifye not iij unequal Persons, but Three Persons coequal of one in divisible substance and essencie."
A73502,2196,34,92,IMAGE,124,"And as touchinge the vse of thys feast, oure predecessours thought it good, to haue some certayne tyme appoynted in the church, wherin they myght intreate of the offices of those thre persons egall in godheade.","And as touching the use of this feast, our predecessors Thought it good, to have Some certain time appointed in the Church, wherein they might entreat of the Offices of those Three Persons equal in godhead."
A73502,2197,34,92,IMAGE,124,"And bycause the fourth chapter of the Apocalyps semeth to sette forth wonderfully well the maiestie of God and not obscurely to touche the mysterye of the Trinitie, the church of Englande condescended to haue the same red in the church thys daye, whych brefely,","And Because the fourth chapter of the Apocalypse Seemeth to Set forth wonderfully well the majesty of God and not obscurely to touch the mystery of the Trinity, the Church of England condescended to have the same read in the Church this day, which briefly,"
A73502,2198,34,92,IMAGE,124,"God wyllynge, we shal declare vnto you.","God willing, we shall declare unto you."
A73502,2199,34,92,IMAGE,124,"Thus it beginneth <i> After thys I loked, and beholde a dore open in heauen, and the fyrst voyce I herde, was as of a trope speakynge wyth me, sayenge: </i>","Thus it begins After this I looked, and behold a door open in heaven, and the fyrst voice I herd, was as of a trope speaking with me, saying:"
A73502,2200,34,92,IMAGE,124,"<i> Come vp hither, and I shall shewe the what shalbe done herafter. </i>","Come up hither, and I shall show the what shall done hereafter."
A73502,2201,34,92,IMAGE,124,"Thys dore whych saynt Ihon sawe open, no doubte is the intraunce and commynge to the new and heauenly lyfe, whych Christe oure Sauioure hath made vs, as the Epistle to the Hebrues the.x.","This door which saint John saw open, no doubt is the intrance and coming to the new and heavenly life, which Christ our Saviour hath made us, as the Epistle to the Hebrews the x"
A73502,2202,34,92,IMAGE,124,<NOTE> chapter wytnesseth.,chapter Witnesseth.
A73502,2203,34,92,IMAGE,124,For our couersacion ought now to be in heaue.,For our couersacion ought now to be in heave.
A73502,2204,34,92,IMAGE,124,And saynt Ihon doth here describe the Iudicial power of Christe gyuen hym of the heauenlye father wherewyth he defendeth hys churche from the power of the aduersaries.,And saint John does Here describe the Judicial power of Christ given him of the heavenly father wherewith he defendeth his Church from the power of the Adversaries.
A73502,2205,34,92,IMAGE,124,"And he sayeth: There was a seate set, and vpon it a sytter, wherby he sygnifyeth the stabilitie of Christes raygne.","And he Saith: There was a seat Set, and upon it a sytter, whereby he signifieth the stability of Christ's Reign."
A73502,2206,34,92,IMAGE,124,For hys seate or trone is (as Dauid sayeth) worlde wythout ende.,For his seat or throne is (as David Saith) world without end.
A73502,2207,34,92,IMAGE,124,And he that satte vpon thys glorious and princelye trone or seate was to loke vpon lyke a Iaspar stone and a Sardyne stone.,And he that sat upon this glorious and princely throne or seat was to look upon like a Jasper stone and a Sardinia stone.
A73502,2208,34,92,IMAGE,124,"<NOTE> By thys is vnderstanded nothynge els, but a certayne heauenly & royall bewty shewynge aswell the maiestye as the power most excellent of the iudge Christ.","By this is understanded nothing Else, but a certain heavenly & royal beauty show aswell the majesty as the power most excellent of the judge christ."
A73502,2209,34,92,IMAGE,124,For the cloth of estate & royall seates of kynges be wont to be moost rychely decked and furnyshed for the settynge out of theyr Maiestye and authoritie.,For the cloth of estate & royal seats of Kings be wont to be most richly decked and furnished for the setting out of their Majesty and Authority.
A73502,2210,34,92,IMAGE,124,"Nowe, the Iaspar stone they saye beareth the semblaunce of water, and the Sardyn stone of fyer, wherby is vnderstanded that the Lorde is wont to make hys iudgementes in water and in fyer, as appeareth Gen. vij. and.xix.","Now, the Jasper stone they say bears the semblance of water, and the Sardinia stone of fire, whereby is understanded that the Lord is wont to make his Judgments in water and in fire, as appears Gen. vij. and xix"
A73502,2211,34,93,IMAGE,124,"Exo. xiiij, and in the seconde Epistle of Peter the last chapiter and in many other places of scripture.","Exo. xiiij, and in the seconde Epistle of Peter the last chapter and in many other places of scripture."
A73502,2213,34,93,IMAGE,125,<NOTE> <i> And a raynebowe was about the seat in syght lyke to an Emerald. </i>,And a raynebowe was about the seat in sight like to an Emerald.
A73502,2214,34,93,IMAGE,125,"The raynebowe is a token, that god the father is made at one wyth vs by Christ and reconciled to mankynde,","The raynebowe is a token, that god the father is made At one with us by christ and reconciled to mankind,"
A73502,2215,34,93,IMAGE,125,<NOTE> as appeareth Gen. ix.,as appears Gen. ix.
A73502,2216,34,93,IMAGE,125,Nowe the Emeralde they say is of such grenenes & vertue that it maketh all thynges aboute it to floryshe and growe.,Now the Emerald they say is of such grenenes & virtue that it makes all things about it to flourish and grow.
A73502,2217,34,93,IMAGE,125,"<NOTE> Euen so by Christ the world is renewed and it reflorysheth, as Lactantius doth very elegauntly and well declare in a certayne Hymne.","Even so by christ the world is renewed and it reflorysheth, as Lactantius does very elegantly and well declare in a certain Hymn."
A73502,2219,34,93,IMAGE,126,<i> And aboute the seate were.xxiiij. seates. </i>,And about the seat were xxiiij seats.
A73502,2220,34,93,IMAGE,126,"<i> And vpon the seates.xxiiij. elders syttynge, clothed in whyte raiment, and had on their heades crownes of gold </i> Saint Ihon doth here allude to the maner of a realme well ordered, where kynges and princes whyche are to gyue sentence in maters of weyghte, woll not do it wythout the assistence of certayne auncient personages that haue good experience of thynges and knowlege of the best lawes, lest they myght seme to condempne any man of theyr owne priuate lust and pleasure.","And upon the seats xxiiij Elders sitting, clothed in white raiment, and had on their Heads crowns of gold Saint John does Here allude to the manner of a realm well ordered, where Kings and Princes which Are to gyve sentence in maters of weight, will not do it without the assistance of certain ancient Personages that have good experience of things and knowledge of the best laws, lest they might seem to condemn any man of their own private lust and pleasure."
A73502,2221,34,93,IMAGE,126,"Wherfore by this allusio he declareth that God is a moost iust iudge, whose sentence all iuste persons shal approue and prayse as moost ryghtful and true.","Wherefore by this Allusion he Declareth that God is a most just judge, whose sentence all just Persons shall approve and praise as most rightful and true."
